Seller,offerType,Price,vehicleType,Registration_Year,gearbox,HorsePower,kilometer,fuelType,NotRepairedDamaged,RiskLevel
Private,Customer Offer,12800,Compact Car,2013,Manual,98,30000,Gasoline,No,Low
Private,Customer Offer,3350,Station Wagon,2004,Manual,136,150000,Diesel,Unknown,Medium
Private,Customer Offer,5000,Bus,2007,Automatic,140,150000,Diesel,No,Medium
Private,Customer Offer,2300,Compact Car,2002,Manual,61,40000,Gasoline,No,Medium
Private,Customer Offer,8300,Compact Car,2012,Automatic,54,60000,Diesel,No,Low
Private,Customer Offer,650,Compact Car,1999,Manual,54,150000,Unknown,Unknown,High
Private,Customer Offer,18650,Limousine,2014,Manual,110,30000,Diesel,No,Low
Private,Customer Offer,3799,Coupe,2000,Automatic,197,150000,LPG,No,High
Private,Customer Offer,5000,Limousine,2006,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,970,Limousine,2001,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,1299,Limousine,2001,Manual,116,150000,Gasoline,Yes,Medium
Private,Customer Offer,20449,Convertible,2007,Manual,231,50000,Diesel,No,Medium
Private,Customer Offer,15499,Compact Car,2012,Manual,122,40000,Gasoline,No,Low
Private,Customer Offer,3650,Station Wagon,2001,Manual,170,150000,Gasoline,No,Medium
Private,Customer Offer,7500,Convertible,2003,Manual,136,90000,Gasoline,No,Medium
Private,Customer Offer,6999,Unknown,2016,Manual,116,50000,Gasoline,No,Low
Private,Customer Offer,14500,SUV,2011,Manual,150,90000,Gasoline,No,Low
Private,Customer Offer,18890,SUV,2013,Manual,150,20000,Gasoline,No,Low
Private,Customer Offer,899,Unknown,2016,Manual,75,5000,Gasoline,Unknown,Low
Private,Customer Offer,1000,Compact Car,1999,Manual,50,150000,Gasoline,No,High
Private,Customer Offer,500,Compact Car,1998,Manual,50,150000,Gasoline,Yes,High
Private,Customer Offer,5555,Coupe,1994,Automatic,220,150000,Gasoline,No,High
Private,Customer Offer,3600,Convertible,2004,Manual,109,150000,Gasoline,No,Medium
Private,Customer Offer,5600,Limousine,2006,Manual,102,150000,Gasoline,No,Medium
Private,Customer Offer,799,Compact Car,2002,Manual,75,150000,Gasoline,Yes,Medium
Private,Customer Offer,12000,Coupe,2009,Unknown,200,125000,Unknown,No,Medium
Private,Customer Offer,12790,Convertible,1973,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,4350,Compact Car,2006,Automatic,61,60000,Gasoline,No,Medium
Private,Customer Offer,600,Compact Car,1998,Manual,54,125000,Gasoline,No,High
Private,Customer Offer,2900,Bus,2000,Manual,88,150000,Diesel,No,High
Private,Customer Offer,11999,Limousine,2010,Manual,105,30000,Gasoline,No,Medium
Private,Customer Offer,1000,Other,2000,Manual,95,150000,Diesel,Unknown,High
Private,Customer Offer,4250,Limousine,2003,Manual,102,150000,Gasoline,Unknown,Medium
Private,Customer Offer,990,Compact Car,1997,Manual,50,90000,Gasoline,No,High
Private,Customer Offer,9500,Station Wagon,2008,Automatic,218,150000,Diesel,No,Medium
Private,Customer Offer,820,Compact Car,1997,Manual,60,100000,Gasoline,No,High
Private,Customer Offer,15500,Coupe,2006,Manual,306,150000,Gasoline,No,Medium
Private,Customer Offer,850,Station Wagon,1997,Manual,102,150000,Gasoline,Yes,High
Private,Customer Offer,1150,Limousine,2000,Manual,101,150000,Gasoline,Yes,High
Private,Customer Offer,11900,Limousine,2007,Manual,156,50000,Gasoline,No,Medium
Private,Customer Offer,950,Convertible,1995,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,1050,Compact Car,2008,Manual,67,90000,LPG,Yes,Medium
Private,Customer Offer,3500,Station Wagon,2003,Manual,163,150000,Diesel,No,Medium
Private,Customer Offer,2500,Limousine,2002,Manual,125,150000,Gasoline,No,Medium
Private,Customer Offer,19900,Coupe,2010,Manual,177,50000,Diesel,No,Medium
Private,Customer Offer,12990,Convertible,1981,Manual,185,100000,Gasoline,No,High
Private,Customer Offer,5000,Compact Car,2010,Manual,92,125000,Gasoline,No,Medium
Private,Customer Offer,1750,Convertible,1993,Manual,136,150000,Gasoline,No,High
Private,Customer Offer,850,Limousine,1996,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,1499,Limousine,1997,Manual,150,5000,Gasoline,No,High
Private,Customer Offer,9600,Limousine,2008,Manual,136,150000,Diesel,No,Medium
Private,Customer Offer,650,Station Wagon,1999,Manual,100,150000,Diesel,Unknown,High
Private,Customer Offer,12950,Station Wagon,2011,Automatic,260,125000,Gasoline,No,Low
Private,Customer Offer,2800,Station Wagon,2001,Manual,163,150000,Gasoline,No,Medium
Private,Customer Offer,5100,Convertible,2006,Manual,140,150000,Gasoline,No,Medium
Private,Customer Offer,2500,Bus,2003,Manual,79,60000,Gasoline,No,Medium
Private,Customer Offer,27850,Station Wagon,2011,Automatic,239,80000,Diesel,No,Low
Private,Customer Offer,12300,Coupe,2004,Automatic,218,125000,Gasoline,No,Medium
Private,Customer Offer,66500,Coupe,2009,Automatic,385,80000,Gasoline,No,Medium
Private,Customer Offer,899,Compact Car,1996,Manual,45,125000,Gasoline,No,High
Private,Customer Offer,5800,Limousine,2010,Manual,90,90000,Diesel,No,Medium
Private,Customer Offer,28799,Coupe,2010,Manual,381,90000,Gasoline,No,Medium
Private,Customer Offer,1200,Limousine,1998,Manual,193,150000,LPG,No,High
Private,Customer Offer,1100,Station Wagon,1997,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,2800,Limousine,2002,Automatic,95,150000,Diesel,No,Medium
Private,Customer Offer,4600,SUV,2000,Manual,179,150000,Diesel,No,High
Private,Customer Offer,3850,Station Wagon,2012,Manual,150,150000,Diesel,Unknown,Low
Private,Customer Offer,14500,Limousine,2008,Automatic,232,150000,Diesel,No,Medium
Private,Customer Offer,2995,Limousine,2007,Manual,131,150000,Diesel,No,Medium
Private,Customer Offer,1400,Limousine,1996,Manual,156,150000,Gasoline,No,High
Private,Customer Offer,550,Compact Car,2000,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,12000,Bus,2007,Manual,150,150000,Diesel,No,Medium
Private,Customer Offer,11500,Coupe,2002,Automatic,306,150000,Gasoline,No,Medium
Private,Customer Offer,12499,SUV,2006,Automatic,313,150000,Diesel,No,Medium
Private,Customer Offer,2050,Coupe,2003,Manual,163,150000,Gasoline,No,Medium
Private,Customer Offer,7950,Station Wagon,2005,Automatic,224,150000,Diesel,No,Medium
Private,Customer Offer,1300,Limousine,1998,Manual,150,150000,Gasoline,Unknown,High
Private,Customer Offer,25990,Limousine,2010,Automatic,239,150000,Diesel,No,Medium
Private,Customer Offer,3590,Station Wagon,2005,Manual,130,150000,Diesel,No,Medium
Private,Customer Offer,2450,Limousine,2002,Manual,101,150000,Diesel,No,Medium
Private,Customer Offer,17300,Convertible,2012,Manual,105,30000,Gasoline,No,Low
Private,Customer Offer,2899,Unknown,2017,Manual,150,150000,Unknown,No,Low
Private,Customer Offer,888,Compact Car,2001,Manual,68,150000,Gasoline,No,Medium
Private,Customer Offer,17200,SUV,2009,Automatic,239,150000,Diesel,No,Medium
Private,Customer Offer,1200,Compact Car,2003,Manual,58,100000,Gasoline,No,Medium
Private,Customer Offer,8600,Convertible,2000,Manual,193,100000,Gasoline,No,High
Private,Customer Offer,3699,Limousine,1999,Manual,193,150000,Gasoline,No,High
Private,Customer Offer,12800,Compact Car,2011,Manual,122,50000,Gasoline,No,Low
Private,Customer Offer,25900,SUV,2014,Manual,140,30000,Diesel,No,Low
Private,Customer Offer,600,Limousine,1995,Unknown,120,150000,LPG,Yes,High
Private,Customer Offer,24949,Limousine,2010,Automatic,235,100000,Diesel,No,Medium
Private,Customer Offer,500,Station Wagon,1998,Automatic,101,150000,Gasoline,No,High
Private,Customer Offer,999,Compact Car,1996,Manual,50,150000,Gasoline,No,High
Private,Customer Offer,500,Station Wagon,1998,Automatic,131,150000,Gasoline,Yes,High
Private,Customer Offer,4900,Compact Car,2005,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,4999,Station Wagon,1998,Manual,150,150000,Gasoline,No,High
Private,Customer Offer,999,Limousine,1986,Manual,90,150000,Unknown,Unknown,High
Private,Customer Offer,7999,Limousine,2011,Manual,150,150000,Diesel,No,Low
Private,Customer Offer,15500,Limousine,2011,Automatic,170,150000,Diesel,No,Low
Private,Customer Offer,1180,Compact Car,1994,Manual,75,90000,Gasoline,No,High
Private,Customer Offer,3999,Limousine,2003,Manual,143,150000,Gasoline,No,Medium
Private,Customer Offer,23900,Limousine,2014,Automatic,150,20000,Diesel,No,Low
Private,Customer Offer,5450,Bus,2006,Manual,105,150000,Diesel,No,Medium
Private,Customer Offer,5555,Limousine,2006,Manual,105,150000,Diesel,No,Medium
Private,Customer Offer,1200,Limousine,1997,Manual,88,150000,LPG,No,High
Private,Customer Offer,1800,Unknown,2016,Manual,125,150000,Gasoline,No,Low
Private,Customer Offer,999,Station Wagon,1998,Manual,131,150000,Gasoline,No,High
Private,Customer Offer,599,Compact Car,1999,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,2699,Station Wagon,1997,Manual,193,150000,Gasoline,No,High
Private,Customer Offer,2499,Limousine,1998,Manual,150,150000,Gasoline,No,High
Private,Customer Offer,1100,Limousine,1999,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,11500,Convertible,2010,Manual,122,125000,Gasoline,No,Medium
Private,Customer Offer,4800,Convertible,2000,Manual,136,125000,Gasoline,No,High
Private,Customer Offer,3000,Station Wagon,2001,Automatic,116,150000,Gasoline,No,Medium
Private,Customer Offer,900,Coupe,1997,Manual,110,150000,Unknown,Unknown,High
Private,Customer Offer,15750,SUV,2012,Manual,122,60000,Gasoline,Unknown,Low
Private,Customer Offer,3000,Station Wagon,2006,Manual,136,150000,Diesel,Unknown,Medium
Private,Customer Offer,5495,SUV,2006,Manual,140,150000,Diesel,Yes,Medium
Private,Customer Offer,8900,Limousine,2014,Manual,105,40000,Diesel,No,Low
Private,Customer Offer,13900,Convertible,2006,Automatic,231,125000,Gasoline,No,Medium
Private,Customer Offer,6490,Limousine,2005,Automatic,140,150000,Diesel,No,Medium
Private,Customer Offer,950,Limousine,1997,Manual,73,150000,Gasoline,No,High
Private,Customer Offer,1100,Compact Car,1999,Manual,50,150000,Gasoline,No,High
Private,Customer Offer,3333,Coupe,2002,Manual,143,150000,Gasoline,Unknown,Medium
Private,Customer Offer,14190,Limousine,2014,Manual,90,20000,Gasoline,No,Low
Private,Customer Offer,888,Compact Car,1998,Automatic,75,100000,Gasoline,No,High
Private,Customer Offer,600,Limousine,1995,Manual,75,150000,Gasoline,Yes,High
Private,Customer Offer,10590,Station Wagon,2012,Manual,116,70000,Diesel,No,Low
Private,Customer Offer,15990,Convertible,2008,Automatic,179,125000,Diesel,No,Medium
Private,Customer Offer,6650,Station Wagon,2006,Manual,163,150000,Diesel,No,Medium
Private,Customer Offer,2500,Unknown,2017,Manual,95,150000,Diesel,No,Low
Private,Customer Offer,1500,Compact Car,2003,Manual,58,125000,Gasoline,No,Medium
Private,Customer Offer,2799,Unknown,2016,Automatic,101,150000,Gasoline,Unknown,Low
Private,Customer Offer,7700,Limousine,2009,Manual,82,150000,Diesel,No,Medium
Private,Customer Offer,1200,Compact Car,2004,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,5400,Convertible,1996,Manual,136,125000,Gasoline,No,High
Private,Customer Offer,3700,Compact Car,2007,Manual,80,125000,Gasoline,No,Medium
Private,Customer Offer,13798,SUV,2011,Manual,116,150000,Diesel,No,Low
Private,Customer Offer,11000,SUV,2006,Automatic,218,150000,Diesel,No,Medium
Private,Customer Offer,7200,Station Wagon,2007,Automatic,140,150000,Diesel,No,Medium
Private,Customer Offer,1200,Station Wagon,2003,Manual,110,150000,Diesel,Unknown,Medium
Private,Customer Offer,2250,Unknown,2017,Automatic,200,150000,Gasoline,No,Low
Private,Customer Offer,1679,Unknown,2018,Manual,75,100000,Gasoline,Unknown,Low
Private,Customer Offer,7900,SUV,2005,Unknown,171,150000,Unknown,Yes,Medium
Private,Customer Offer,1200,Compact Car,2003,Manual,60,70000,Gasoline,No,Medium
Private,Customer Offer,1200,Compact Car,2002,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,14500,SUV,2011,Automatic,239,60000,Diesel,No,Low
Private,Customer Offer,23750,Coupe,2010,Automatic,292,125000,Gasoline,No,Medium
Private,Customer Offer,1950,Station Wagon,1993,Automatic,218,150000,Gasoline,Yes,High
Private,Customer Offer,500,Station Wagon,1997,Manual,116,150000,Gasoline,No,High
Private,Customer Offer,4900,Compact Car,2009,Manual,82,100000,Gasoline,Unknown,Medium
Private,Customer Offer,10500,Convertible,2012,Manual,111,125000,Diesel,No,Low
Private,Customer Offer,3890,Coupe,1987,Automatic,179,150000,LPG,No,High
Private,Customer Offer,1450,Bus,2001,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,3599,Station Wagon,2006,Manual,135,80000,Gasoline,No,Medium
Private,Customer Offer,9000,Limousine,2008,Manual,122,80000,Gasoline,Yes,Medium
Private,Customer Offer,24500,SUV,2010,Automatic,250,90000,Diesel,No,Medium
Private,Customer Offer,4000,Station Wagon,2006,Manual,150,150000,Diesel,Yes,Medium
Private,Customer Offer,13400,Limousine,2004,Automatic,333,70000,Gasoline,No,Medium
Private,Customer Offer,6250,Unknown,2017,Manual,105,150000,Gasoline,No,Low
Private,Customer Offer,3800,SUV,2008,Manual,82,60000,Gasoline,No,Medium
Private,Customer Offer,800,Limousine,1999,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,3600,Limousine,2005,Manual,101,150000,Diesel,No,Medium
Private,Customer Offer,500,Compact Car,1999,Manual,88,150000,Gasoline,No,High
Private,Customer Offer,19500,Convertible,2004,Automatic,306,150000,Gasoline,No,Medium
Private,Customer Offer,4600,Station Wagon,2007,Manual,80,100000,Gasoline,No,Medium
Private,Customer Offer,4500,Station Wagon,2004,Manual,177,150000,Diesel,No,Medium
Private,Customer Offer,1998,Station Wagon,2008,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,2400,Limousine,2000,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,23400,SUV,2015,Manual,140,10000,Gasoline,No,Low
Private,Customer Offer,8899,Compact Car,2008,Manual,109,100000,Diesel,No,Medium
Private,Customer Offer,1650,Station Wagon,2002,Manual,150,150000,Diesel,No,Medium
Private,Customer Offer,750,Station Wagon,1998,Manual,101,150000,Gasoline,Unknown,High
Private,Customer Offer,2500,Limousine,1999,Manual,116,150000,Gasoline,No,High
Private,Customer Offer,1500,SUV,1999,Manual,125,150000,Diesel,Yes,High
Private,Customer Offer,2300,Station Wagon,2002,Manual,144,150000,Gasoline,No,Medium
Private,Customer Offer,1000,Unknown,2016,Manual,120,150000,Gasoline,No,Low
Private,Customer Offer,3500,Convertible,1998,Manual,150,150000,Gasoline,No,High
Private,Customer Offer,18150,Limousine,2013,Manual,140,20000,Gasoline,No,Low
Private,Customer Offer,4700,Coupe,2001,Automatic,196,125000,Gasoline,No,Medium
Private,Customer Offer,2400,Convertible,2004,Automatic,64,150000,Gasoline,No,Medium
Private,Customer Offer,1600,Station Wagon,1999,Manual,101,150000,Gasoline,Yes,High
Private,Customer Offer,4150,Compact Car,2009,Manual,90,150000,Diesel,No,Medium
Private,Customer Offer,899,Station Wagon,1998,Unknown,75,125000,Gasoline,Unknown,High
Private,Customer Offer,6000,Limousine,2006,Manual,129,150000,Gasoline,No,Medium
Private,Customer Offer,1450,Compact Car,1999,Unknown,45,125000,Gasoline,No,High
Private,Customer Offer,7990,Station Wagon,2006,Automatic,170,150000,Diesel,No,Medium
Private,Customer Offer,2199,Limousine,2000,Manual,101,150000,Diesel,No,High
Private,Customer Offer,11999,Station Wagon,2006,Automatic,200,125000,Gasoline,No,Medium
Private,Customer Offer,800,Compact Car,1997,Manual,55,150000,Diesel,No,High
Private,Customer Offer,1500,Limousine,1997,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,2700,Convertible,1998,Manual,132,150000,Gasoline,No,High
Private,Customer Offer,5700,Limousine,2009,Manual,101,90000,Gasoline,No,Medium
Private,Customer Offer,16999,Limousine,2005,Automatic,258,100000,Gasoline,No,Medium
Private,Customer Offer,1300,Compact Car,2000,Manual,58,150000,Gasoline,No,High
Private,Customer Offer,4555,Station Wagon,2005,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,4000,Coupe,2002,Automatic,136,80000,Unknown,No,Medium
Private,Customer Offer,800,Unknown,2017,Manual,75,150000,Unknown,No,Low
Private,Customer Offer,1749,Convertible,2001,Manual,136,150000,Gasoline,No,Medium
Private,Customer Offer,4500,Compact Car,2007,Manual,105,125000,Gasoline,No,Medium
Private,Customer Offer,1550,Compact Car,2005,Manual,73,150000,Gasoline,Unknown,Medium
Private,Customer Offer,2250,Limousine,1998,Manual,150,150000,Gasoline,Unknown,High
Private,Customer Offer,8700,Station Wagon,2008,Automatic,170,150000,Diesel,No,Medium
Private,Customer Offer,8200,Station Wagon,2005,Automatic,272,150000,Diesel,No,Medium
Private,Customer Offer,13250,Limousine,2003,Manual,241,150000,Gasoline,No,Medium
Private,Customer Offer,8500,Compact Car,2014,Manual,80,30000,Gasoline,No,Low
Private,Customer Offer,1650,Station Wagon,2000,Manual,150,150000,Gasoline,No,High
Private,Customer Offer,3600,Bus,2003,Automatic,136,80000,Gasoline,No,Medium
Private,Customer Offer,1500,Station Wagon,1995,Automatic,150,150000,Gasoline,No,High
Private,Customer Offer,7500,Station Wagon,2005,Automatic,140,150000,Diesel,Unknown,Medium
Private,Customer Offer,9600,Convertible,2012,Manual,69,50000,Gasoline,No,Low
Private,Customer Offer,19200,Limousine,2009,Automatic,204,40000,Gasoline,No,Medium
Private,Customer Offer,1500,Station Wagon,1998,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,6950,Compact Car,2010,Manual,68,30000,Diesel,No,Medium
Private,Customer Offer,2250,Station Wagon,2001,Manual,163,150000,Diesel,No,Medium
Private,Customer Offer,10900,Limousine,2005,Automatic,272,125000,Gasoline,No,Medium
Private,Customer Offer,3000,Limousine,2003,Manual,147,150000,Gasoline,Unknown,Medium
Private,Customer Offer,2600,Compact Car,2002,Manual,75,150000,Diesel,No,Medium
Private,Customer Offer,5500,Station Wagon,2008,Manual,105,125000,Gasoline,No,Medium
Private,Customer Offer,3999,Station Wagon,2008,Manual,101,150000,Gasoline,No,Medium
Private,Customer Offer,1550,Compact Car,2001,Manual,58,150000,Gasoline,Unknown,Medium
Private,Customer Offer,2700,Compact Car,2004,Manual,80,90000,Gasoline,No,Medium
Private,Customer Offer,10499,Limousine,1970,Automatic,160,80000,Gasoline,No,High
Private,Customer Offer,4500,Bus,2007,Manual,120,150000,Diesel,No,Medium
Private,Customer Offer,17500,Bus,2010,Manual,175,90000,Diesel,No,Medium
Private,Customer Offer,5555,Station Wagon,2006,Automatic,199,150000,Diesel,No,Medium
Private,Customer Offer,2999,Station Wagon,2002,Automatic,170,150000,Gasoline,Unknown,Medium
Private,Customer Offer,5500,Unknown,2017,Manual,116,150000,Unknown,No,Low
Private,Customer Offer,4500,Limousine,1999,Manual,150,70000,Gasoline,Unknown,High
Private,Customer Offer,550,Station Wagon,1993,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,7550,Limousine,2009,Manual,122,80000,Gasoline,No,Medium
Private,Customer Offer,16850,Limousine,2010,Manual,170,80000,Diesel,No,Medium
Private,Customer Offer,9999,Compact Car,2009,Manual,120,100000,Gasoline,No,Medium
Private,Customer Offer,14900,Unknown,2018,Manual,102,40000,Gasoline,No,Low
Private,Customer Offer,9999,Limousine,2006,Manual,200,100000,Gasoline,No,Medium
Private,Customer Offer,4500,Station Wagon,2004,Manual,136,150000,Diesel,No,Medium
Private,Customer Offer,1800,Limousine,1992,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,13999,Unknown,2012,Manual,116,90000,Diesel,Yes,Low
Private,Customer Offer,3500,Station Wagon,2004,Automatic,136,125000,Gasoline,No,Medium
Private,Customer Offer,3700,Limousine,1999,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,11800,Station Wagon,2012,Manual,150,125000,Diesel,No,Low
Private,Customer Offer,6000,Limousine,2007,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,18900,Station Wagon,2013,Manual,150,40000,Diesel,No,Low
Private,Customer Offer,3200,Coupe,1998,Manual,116,150000,LPG,Unknown,High
Private,Customer Offer,12000,Station Wagon,2009,Automatic,170,150000,Diesel,No,Medium
Private,Customer Offer,4999,Coupe,2001,Automatic,129,150000,Gasoline,No,Medium
Private,Customer Offer,3500,Limousine,1995,Automatic,150,150000,Gasoline,No,High
Private,Customer Offer,4300,Coupe,2000,Manual,179,150000,Gasoline,No,High
Private,Customer Offer,650,Compact Car,1989,Manual,70,150000,Gasoline,No,High
Private,Customer Offer,11999,Bus,2009,Manual,131,150000,Diesel,No,Medium
Private,Customer Offer,1600,Limousine,1997,Manual,122,150000,Gasoline,No,High
Private,Customer Offer,4300,Bus,2005,Manual,101,150000,Diesel,No,Medium
Private,Customer Offer,5999,Bus,1988,Unknown,57,150000,Diesel,No,High
Private,Customer Offer,4100,Compact Car,2005,Manual,85,150000,Gasoline,Unknown,Medium
Private,Customer Offer,3950,Bus,1995,Automatic,110,150000,Gasoline,No,High
Private,Customer Offer,4700,Station Wagon,2005,Manual,105,150000,Gasoline,No,Medium
Private,Customer Offer,1600,Station Wagon,1997,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,600,Station Wagon,1989,Manual,156,150000,Gasoline,Yes,High
Private,Customer Offer,5900,Convertible,2000,Automatic,163,150000,Gasoline,No,High
Private,Customer Offer,710,Compact Car,1998,Manual,63,125000,Gasoline,No,High
Private,Customer Offer,4650,Limousine,2008,Manual,102,150000,Gasoline,No,Medium
Private,Customer Offer,3680,Compact Car,2002,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,600,Compact Car,1998,Manual,54,150000,Gasoline,No,High
Private,Customer Offer,5550,Limousine,2007,Manual,102,150000,Gasoline,No,Medium
Private,Customer Offer,1599,Compact Car,1999,Manual,60,150000,Diesel,No,High
Private,Customer Offer,3370,Station Wagon,2003,Manual,150,150000,Diesel,No,Medium
Private,Customer Offer,13500,Bus,2011,Manual,140,90000,Gasoline,No,Low
Private,Customer Offer,3600,Station Wagon,2004,Manual,175,150000,Diesel,No,Medium
Private,Customer Offer,3799,Convertible,1999,Automatic,193,150000,Gasoline,No,High
Private,Customer Offer,11599,Limousine,2014,Manual,75,5000,Gasoline,No,Low
Private,Customer Offer,7300,Unknown,2017,Manual,115,150000,Diesel,No,Low
Private,Customer Offer,2599,Compact Car,2006,Manual,68,90000,Gasoline,No,Medium
Private,Customer Offer,5400,Station Wagon,2008,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,18999,Coupe,2011,Automatic,160,125000,Gasoline,No,Low
Private,Customer Offer,1200,Compact Car,2005,Manual,65,150000,Gasoline,No,Medium
Private,Customer Offer,9990,Station Wagon,2008,Automatic,149,150000,Diesel,Unknown,Medium
Private,Customer Offer,850,Coupe,1994,Manual,100,150000,Gasoline,No,High
Private,Customer Offer,1400,Unknown,2016,Automatic,122,150000,Unknown,Unknown,Low
Private,Customer Offer,1111,Compact Car,2003,Manual,63,70000,Gasoline,Unknown,Medium
Private,Customer Offer,5900,Bus,2008,Manual,101,80000,Gasoline,No,Medium
Private,Customer Offer,19999,Coupe,2011,Automatic,330,80000,Gasoline,No,Low
Private,Customer Offer,7000,Bus,2007,Manual,116,125000,Gasoline,No,Medium
Private,Customer Offer,10470,Station Wagon,2010,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,4999,Station Wagon,1989,Automatic,132,150000,Gasoline,No,High
Private,Customer Offer,900,Other,2001,Manual,70,150000,Diesel,Unknown,Medium
Private,Customer Offer,13500,Limousine,2009,Automatic,170,150000,Diesel,No,Medium
Private,Customer Offer,1950,Limousine,2000,Manual,90,125000,Diesel,No,High
Private,Customer Offer,6350,Compact Car,2012,Automatic,71,40000,Gasoline,No,Low
Private,Customer Offer,2790,Limousine,2001,Manual,101,150000,Diesel,No,Medium
Private,Customer Offer,500,Compact Car,1994,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,2999,Limousine,2004,Manual,136,150000,Gasoline,No,Medium
Private,Customer Offer,3600,Compact Car,2009,Manual,54,125000,Diesel,No,Medium
Private,Customer Offer,900,Coupe,1999,Manual,102,150000,Gasoline,Yes,High
Private,Customer Offer,3250,Bus,2002,Manual,102,150000,Diesel,No,Medium
Private,Customer Offer,7999,Compact Car,2007,Manual,174,125000,Gasoline,No,Medium
Private,Customer Offer,2000,Bus,2001,Automatic,122,150000,Diesel,No,Medium
Private,Customer Offer,15600,Limousine,2011,Manual,143,90000,Diesel,No,Low
Private,Customer Offer,24999,Limousine,2011,Automatic,265,125000,Diesel,No,Low
Private,Customer Offer,7950,Bus,2009,Manual,86,90000,Diesel,No,Medium
Private,Customer Offer,8990,Convertible,2009,Manual,120,80000,Gasoline,No,Medium
Private,Customer Offer,500,Compact Car,2001,Manual,60,150000,Gasoline,No,Medium
Private,Customer Offer,7250,Station Wagon,2007,Manual,122,150000,Diesel,No,Medium
Private,Customer Offer,18890,SUV,2013,Manual,150,80000,Gasoline,No,Low
Private,Customer Offer,1000,Compact Car,1996,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,2200,Station Wagon,1998,Manual,125,150000,Gasoline,Yes,High
Private,Customer Offer,4650,Compact Car,2007,Unknown,72,125000,Unknown,Unknown,Medium
Private,Customer Offer,2100,Compact Car,2004,Manual,69,100000,Gasoline,No,Medium
Private,Customer Offer,1200,Limousine,1999,Manual,75,150000,Gasoline,Unknown,High
Private,Customer Offer,3650,Limousine,1992,Automatic,179,150000,Gasoline,No,High
Private,Customer Offer,7699,Limousine,2006,Manual,200,125000,Gasoline,No,Medium
Private,Customer Offer,600,Unknown,2017,Manual,75,150000,Gasoline,Unknown,Low
Private,Customer Offer,8500,Station Wagon,2009,Manual,170,150000,Diesel,No,Medium
Private,Customer Offer,14900,Bus,2010,Automatic,140,80000,Diesel,No,Medium
Private,Customer Offer,999,Convertible,2000,Manual,120,150000,Gasoline,No,High
Private,Customer Offer,5600,Bus,2006,Manual,177,150000,Diesel,No,Medium
Private,Customer Offer,9899,Unknown,2017,Automatic,231,150000,Unknown,No,Low
Private,Customer Offer,6500,Limousine,2006,Manual,116,100000,Gasoline,No,Medium
Private,Customer Offer,9500,Limousine,2005,Automatic,177,150000,Diesel,No,Medium
Private,Customer Offer,750,Compact Car,1997,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,1350,Compact Car,2003,Manual,58,150000,Gasoline,No,Medium
Private,Customer Offer,8555,Bus,2006,Manual,241,150000,Gasoline,No,Medium
Private,Customer Offer,1850,Limousine,1989,Automatic,250,150000,Gasoline,Yes,High
Private,Customer Offer,11900,Station Wagon,2007,Automatic,177,150000,Diesel,No,Medium
Private,Customer Offer,900,Station Wagon,1998,Manual,90,150000,Diesel,Unknown,High
Private,Customer Offer,13999,SUV,2013,Manual,122,60000,Gasoline,No,Low
Private,Customer Offer,8200,Limousine,1976,Automatic,200,70000,Gasoline,Unknown,High
Private,Customer Offer,3300,Convertible,2005,Manual,103,150000,Gasoline,No,Medium
Private,Customer Offer,8500,Limousine,1978,Automatic,160,40000,Gasoline,No,High
Private,Customer Offer,1700,Coupe,1998,Manual,102,150000,Gasoline,No,High
Private,Customer Offer,5999,Compact Car,2003,Manual,116,90000,Gasoline,No,Medium
Private,Customer Offer,1249,Limousine,1998,Automatic,86,80000,Gasoline,No,High
Private,Customer Offer,5200,Station Wagon,2007,Manual,122,150000,Diesel,No,Medium
